dataset_key,dataset_label,sigma,trial,init_seed,auc,alm_iter,alm_time,converged
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,1,1001,0.484375,3,0.06665897369384766,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,2,1002,0.6253858024691358,2,0.044725894927978516,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,3,1003,0.5244984567901234,2,0.059722185134887695,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,4,1004,0.5069444444444444,2,0.0446009635925293,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,5,1005,0.3263888888888889,3,0.05239701271057129,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,6,1006,0.5621141975308642,2,0.04400300979614258,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,7,1007,0.4623842592592593,2,0.04516196250915527,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,8,1008,0.37577160493827166,2,0.054067134857177734,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,9,1009,0.564236111111111,3,0.056017160415649414,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,10,1010,0.535108024691358,2,0.04368925094604492,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,11,1011,0.40104166666666663,2,0.04472827911376953,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,12,1012,0.47530864197530864,2,0.045053958892822266,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,13,1013,0.4895833333333333,2,0.04445695877075195,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,14,1014,0.5561342592592593,3,0.05104684829711914,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,15,1015,0.39216820987654316,3,0.0653989315032959,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,16,1016,0.45331790123456794,3,0.05302786827087402,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,17,1017,0.42785493827160487,2,0.06000089645385742,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,18,1018,0.43016975308641975,2,0.044545888900756836,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,19,1019,0.48032407407407407,3,0.05408477783203125,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,0,1000,0.2822145061728395,2,0.04586386680603027,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,1,1001,0.4799382716049383,2,0.04535102844238281,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,2,1002,0.8182870370370371,3,0.0523529052734375,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,3,1003,0.7447916666666667,3,0.05546712875366211,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,4,1004,0.4504243827160494,2,0.05998802185058594,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,5,1005,0.35146604938271614,3,0.05790901184082031,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,6,1006,0.7573302469135802,3,0.04975008964538574,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,7,1007,0.35763888888888884,2,0.045336246490478516,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,8,1008,0.10648148148148147,2,0.043081045150756836,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,9,1009,0.8557098765432098,2,0.05362200736999512,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,10,1010,0.5266203703703705,2,0.04459404945373535,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,11,1011,0.3236882716049383,2,0.045755863189697266,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,12,1012,0.3796296296296296,2,0.058923959732055664,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,13,1013,0.3846450617283951,2,0.04748964309692383,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,14,1014,0.6381172839506173,3,0.05753684043884277,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,15,1015,0.22878086419753088,3,0.05578899383544922,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,16,1016,0.2955246913580247,2,0.04567122459411621,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,17,1017,0.3863811728395061,3,0.05214214324951172,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,18,1018,0.5025077160493827,2,0.06004667282104492,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,19,1019,0.5084876543209876,2,0.043733835220336914,1
