dataset_key,dataset_label,m,n,sep,regime,sigma,gamma,seed,auc,alm_iter,alm_time,L_final
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,1.0,1.0,2,0.7655555555555557,2,0.21813607215881348,0.21906914994384286
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,2.0,0.5,1034,0.7910222222222223,2,0.1870718002319336,0.22786775273145532
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,2.0,0.5,1234,0.7525777777777778,2,0.18233704566955566,0.215116048503342
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,2.0,0.5,42,0.7838666666666667,2,0.2943990230560303,0.23383027012313543
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,2.0,0.5,99,0.7309777777777777,2,0.1857619285583496,0.23116220973706197
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,2.0,0.5,7,0.7865777777777777,2,0.23701095581054688,0.20472861773011858
PI1_lowsep_mggn,PI1 low-sep  m>>n,1000,50,low,m>>n,2.0,0.5,2,0.7653333333333332,2,0.23613381385803223,0.22191408373282684
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.1,10.0,1034,0.7678571428571428,13,0.23923897743225098,0.22549019607843138
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.1,10.0,1234,0.7321428571428571,8,0.21426987648010254,0.20915032679738563
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.1,10.0,42,0.8214285714285714,14,0.3047189712524414,0.12745098039215685
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.1,10.0,99,0.7857142857142857,9,0.276975154876709,0.06862745098039216
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.1,10.0,7,0.7142857142857142,16,0.4005451202392578,0.06535947712418301
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.1,10.0,2,0.8571428571428572,15,0.3416938781738281,0.21241830065359477
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.25,4.0,1034,0.8035714285714286,18,0.4421570301055908,0.042483660130718956
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.25,4.0,1234,0.7678571428571428,17,0.38213300704956055,0.05228758169934641
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.25,4.0,42,0.8214285714285714,7,0.05132484436035156,0.16666666666666669
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.25,4.0,99,0.7857142857142857,7,0.07477402687072754,0.07189542483660132
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.25,4.0,7,0.75,7,0.13568520545959473,0.13398692810457516
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.25,4.0,2,0.48214285714285715,21,0.5490028858184814,0.0196078431372549
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.5,2.0,1034,0.5714285714285714,20,0.4745638370513916,0.14052287581699346
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.5,2.0,1234,0.75,7,0.04987692832946777,0.19281045751633988
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.5,2.0,42,0.8214285714285714,11,0.20403289794921875,0.07189542483660132
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.5,2.0,99,0.7857142857142857,7,0.07748079299926758,0.06862745098039216
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.5,2.0,7,0.75,10,0.1889188289642334,0.10457516339869281
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,0.5,2.0,2,0.6964285714285714,20,0.5021471977233887,0.06209150326797386
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,1.0,1.0,1034,0.7857142857142857,7,0.07557463645935059,0.19934640522875818
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,1.0,1.0,1234,0.75,7,0.05411720275878906,0.18627450980392157
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,1.0,1.0,42,0.8214285714285714,10,0.1358499526977539,0.08169934640522876
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,1.0,1.0,99,0.7857142857142857,9,0.13928985595703125,0.03594771241830066
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,1.0,1.0,7,0.6964285714285714,11,0.19609618186950684,0.06209150326797386
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,1.0,1.0,2,0.8392857142857143,11,0.19478106498718262,0.17647058823529413
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,2.0,0.5,1034,0.7321428571428571,14,0.2547430992126465,0.0196078431372549
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,2.0,0.5,1234,0.75,7,0.05253410339355469,0.18627450980392157
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,2.0,0.5,42,0.8214285714285714,10,0.13316607475280762,0.05555555555555556
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,2.0,0.5,99,0.75,10,0.12355995178222656,0.026143790849673203
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,2.0,0.5,7,0.625,16,0.3138313293457031,0.016339869281045753
PI3_lowsep_mlln,PI3 low-sep  m<<n,50,500,low,m<<n,2.0,0.5,2,0.5535714285714286,23,0.3842806816101074,0.19934640522875818
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.1,10.0,1034,1.0,2,0.09697175025939941,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.1,10.0,1234,1.0,2,0.09714698791503906,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.1,10.0,42,1.0,2,0.12341666221618652,6.422664857945804e-05
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.1,10.0,99,0.9999555555555555,2,0.09711790084838867,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.1,10.0,7,1.0,2,0.09872579574584961,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.1,10.0,2,1.0,2,0.09722280502319336,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.25,4.0,1034,1.0,2,0.09617900848388672,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.25,4.0,1234,1.0,2,0.09721517562866211,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.25,4.0,42,1.0,2,0.12355780601501465,7.878424701115624e-05
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.25,4.0,99,0.9999555555555555,2,0.09685921669006348,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.25,4.0,7,1.0,2,0.09590911865234375,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.25,4.0,2,1.0,2,0.09741592407226562,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.5,2.0,1034,1.0,2,0.09630084037780762,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.5,2.0,1234,1.0,2,0.09793996810913086,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.5,2.0,42,1.0,2,0.18085980415344238,9.215319381349151e-05
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.5,2.0,99,0.9999555555555555,2,0.09680414199829102,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.5,2.0,7,1.0,2,0.09625792503356934,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,0.5,2.0,2,1.0,2,0.09728097915649414,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,1.0,1.0,1034,1.0,2,0.09584617614746094,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,1.0,1.0,1234,1.0,2,0.09679889678955078,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,1.0,1.0,42,1.0,2,0.19884395599365234,0.00010085261054933116
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,1.0,1.0,99,0.9999555555555555,2,0.09704017639160156,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,1.0,1.0,7,1.0,2,0.09703969955444336,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,1.0,1.0,2,1.0,2,0.10213994979858398,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,2.0,0.5,1034,1.0,2,0.09638285636901855,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,2.0,0.5,1234,1.0,2,0.09661006927490234,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,2.0,0.5,42,1.0,2,0.15883183479309082,0.00010672022496806233
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,2.0,0.5,99,0.9999555555555555,2,0.09750676155090332,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,2.0,0.5,7,1.0,2,0.09761500358581543,0.0
PI4_highsep_mggn,PI4 high-sep m>>n,1000,50,high,m>>n,2.0,0.5,2,1.0,2,0.09651875495910645,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.1,10.0,1034,1.0,2,0.003587961196899414,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.1,10.0,1234,1.0,2,0.0026497840881347656,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.1,10.0,42,1.0,2,0.0024361610412597656,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.1,10.0,99,1.0,2,0.002471923828125,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.1,10.0,7,1.0,2,0.002602100372314453,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.1,10.0,2,1.0,2,0.0027511119842529297,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.25,4.0,1034,1.0,2,0.0028662681579589844,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.25,4.0,1234,1.0,2,0.002974987030029297,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.25,4.0,42,1.0,2,0.002712249755859375,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.25,4.0,99,1.0,2,0.002810239791870117,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.25,4.0,7,1.0,2,0.003168821334838867,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.25,4.0,2,1.0,2,0.003025054931640625,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.5,2.0,1034,1.0,2,0.0029458999633789062,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.5,2.0,1234,1.0,2,0.0030651092529296875,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.5,2.0,42,1.0,2,0.0031387805938720703,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.5,2.0,99,1.0,2,0.0033762454986572266,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.5,2.0,7,1.0,2,0.0032629966735839844,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,0.5,2.0,2,1.0,2,0.0038471221923828125,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,1.0,1.0,1034,1.0,2,0.004648923873901367,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,1.0,1.0,1234,1.0,2,0.003877878189086914,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,1.0,1.0,42,1.0,2,0.00444793701171875,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,1.0,1.0,99,1.0,2,0.003597736358642578,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,1.0,1.0,7,1.0,2,0.003404855728149414,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,1.0,1.0,2,1.0,2,0.003844022750854492,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,2.0,0.5,1034,1.0,2,0.004560232162475586,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,2.0,0.5,1234,1.0,2,0.0036940574645996094,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,2.0,0.5,42,1.0,2,0.003487110137939453,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,2.0,0.5,99,1.0,2,0.003648042678833008,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,2.0,0.5,7,1.0,2,0.003704071044921875,0.0
PI6_highsep_mlln,PI6 high-sep m<<n,50,500,high,m<<n,2.0,0.5,2,1.0,2,0.003905773162841797,0.0
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.1,10.0,1034,0.7957175925925924,6,0.09298110008239746,0.260526489656071
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.1,10.0,1234,0.7102623456790124,6,0.1352841854095459,0.2513007415476479
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.1,10.0,42,0.7660108024691358,6,0.09104204177856445,0.2585904072893807
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.1,10.0,99,0.7768132716049382,6,0.09128713607788086,0.2594174240028652
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.1,10.0,7,0.7498070987654322,6,0.08941483497619629,0.2491201089707
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.1,10.0,2,0.7885802469135803,6,0.09203910827636719,0.29618149312482034
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.25,4.0,1034,0.7962962962962963,4,0.06271791458129883,0.24473271211629255
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.25,4.0,1234,0.7083333333333334,4,0.06256270408630371,0.23045281185015432
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.25,4.0,42,0.767361111111111,5,0.11981821060180664,0.23641412580758947
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.25,4.0,99,0.7787422839506174,4,0.06302618980407715,0.24116976800805465
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.25,4.0,7,0.7494212962962963,4,0.07526397705078125,0.23740062661814645
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.25,4.0,2,0.7941743827160493,4,0.06259393692016602,0.2793028041522777
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.5,2.0,1034,0.7964891975308642,3,0.04771614074707031,0.23702865085805983
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.5,2.0,1234,0.7064043209876543,3,0.047419071197509766,0.21998923774409573
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.5,2.0,42,0.7685185185185185,4,0.06249380111694336,0.22503962967867902
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.5,2.0,99,0.779128086419753,4,0.06337785720825195,0.23495117412132982
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.5,2.0,7,0.746141975308642,3,0.04823112487792969,0.2310433208811165
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,0.5,2.0,2,0.795138888888889,3,0.062375783920288086,0.27012613633345556
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,1.0,1.0,1034,0.796875,2,0.044077157974243164,0.22966679215708422
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,1.0,1.0,1234,0.7038966049382717,3,0.06153607368469238,0.2143775870250024
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,1.0,1.0,42,0.7698688271604939,2,0.055336952209472656,0.21047280386803402
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,1.0,1.0,99,0.7789351851851852,2,0.043022871017456055,0.22332666338443977
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,1.0,1.0,7,0.7457561728395062,2,0.04262280464172363,0.22500814700429345
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,1.0,1.0,2,0.7964891975308642,3,0.05002617835998535,0.2650075683587751
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,2.0,0.5,1034,0.796682098765432,2,0.06956601142883301,0.23212965667559723
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,2.0,0.5,1234,0.7033179012345679,2,0.04346895217895508,0.21292029135756355
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,2.0,0.5,42,0.769483024691358,2,0.04391598701477051,0.2128509806875728
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,2.0,0.5,99,0.7779706790123456,2,0.057083845138549805,0.22633328512571385
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,2.0,0.5,7,0.7459490740740741,2,0.04273724555969238,0.22733448334607975
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),600,50,low,m>>n,2.0,0.5,2,0.7972608024691359,2,0.044442176818847656,0.2637033459242657
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.1,10.0,1034,0.9996141975308642,2,0.022108078002929688,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.1,10.0,1234,1.0,2,0.022806167602539062,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.1,10.0,42,1.0,2,0.022070884704589844,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.1,10.0,99,0.9998070987654322,2,0.022085905075073242,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.1,10.0,7,1.0,2,0.021892070770263672,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.1,10.0,2,1.0,3,0.031119108200073242,3.992997339622983e-05
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.25,4.0,1034,0.9996141975308642,2,0.02209305763244629,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.25,4.0,1234,1.0,2,0.022175073623657227,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.25,4.0,42,1.0,2,0.022556066513061523,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.25,4.0,99,0.9998070987654322,2,0.02236175537109375,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.25,4.0,7,1.0,2,0.02200603485107422,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.25,4.0,2,1.0,2,0.028216838836669922,4.094776123491944e-05
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.5,2.0,1034,0.9996141975308642,2,0.022315025329589844,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.5,2.0,1234,1.0,2,0.02215719223022461,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.5,2.0,42,1.0,2,0.022001981735229492,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.5,2.0,99,0.9998070987654322,2,0.022170066833496094,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.5,2.0,7,1.0,2,0.022351980209350586,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,0.5,2.0,2,1.0,2,0.02833104133605957,4.634569612645139e-05
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,1.0,1.0,1034,0.9996141975308642,2,0.02248096466064453,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,1.0,1.0,1234,1.0,2,0.0223543643951416,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,1.0,1.0,42,1.0,2,0.021975040435791016,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,1.0,1.0,99,0.9998070987654322,2,0.02224898338317871,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,1.0,1.0,7,1.0,2,0.02222466468811035,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,1.0,1.0,2,1.0,2,0.03210902214050293,5.565053158984554e-05
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,2.0,0.5,1034,0.9996141975308642,2,0.022110939025878906,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,2.0,0.5,1234,1.0,2,0.022168636322021484,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,2.0,0.5,42,1.0,2,0.022119998931884766,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,2.0,0.5,99,0.9998070987654322,2,0.022066116333007812,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,2.0,0.5,7,1.0,2,0.022111177444458008,0.0
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),600,50,high,m>>n,2.0,0.5,2,1.0,2,0.036277055740356445,5.886509628260529e-05
