dataset_key,dataset_label,sigma,trial,init_seed,auc,alm_iter,alm_time,converged
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,2,1002,0.5892857142857142,18,0.37879180908203125,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,3,1003,0.4107142857142857,17,0.31511807441711426,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,4,1004,0.26785714285714285,11,0.18590998649597168,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,5,1005,0.4642857142857143,11,0.1914198398590088,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,6,1006,0.44642857142857145,13,0.2644619941711426,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,7,1007,0.5,14,0.25525403022766113,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,8,1008,0.5357142857142857,24,0.43427085876464844,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,9,1009,0.6964285714285714,26,0.41797327995300293,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,10,1010,0.5,13,0.25209593772888184,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,11,1011,0.7321428571428571,24,0.4306178092956543,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,12,1012,0.42857142857142855,12,0.19048595428466797,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,13,1013,0.26785714285714285,7,0.07598590850830078,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,14,1014,0.6071428571428571,13,0.25987720489501953,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,15,1015,0.4107142857142857,18,0.3739640712738037,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,16,1016,0.5892857142857143,22,0.37813282012939453,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,17,1017,0.5714285714285714,7,0.03235602378845215,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,18,1018,0.5714285714285714,2,0.0018780231475830078,1
PI3_lowsep_mlln,PI3 low-sep  m<<n,1.0,19,1019,0.75,7,0.0697028636932373,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,0,1000,0.4008,2,0.28159093856811523,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,1,1001,0.49693333333333334,2,0.20655584335327148,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,2,1002,0.6636888888888889,2,0.19753098487854004,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,3,1003,0.7030666666666667,2,0.3032951354980469,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,4,1004,0.454,2,0.21593499183654785,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,5,1005,0.4177777777777777,2,0.26360607147216797,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,6,1006,0.6488444444444444,2,0.1759350299835205,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,7,1007,0.4045777777777777,2,0.20523476600646973,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,8,1008,0.1302222222222222,2,0.1814570426940918,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,9,1009,0.8877333333333334,2,0.17749404907226562,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,10,1010,0.46973333333333334,2,0.1763899326324463,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,11,1011,0.43315555555555557,2,0.2649109363555908,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,12,1012,0.3392,2,0.20225214958190918,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,13,1013,0.31982222222222223,2,0.19989800453186035,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,14,1014,0.5416888888888889,2,0.26346707344055176,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,15,1015,0.24493333333333334,2,0.2060091495513916,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,16,1016,0.3157333333333333,2,0.19307494163513184,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,17,1017,0.35506666666666664,2,0.19857311248779297,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,18,1018,0.5761333333333334,2,0.17820000648498535,1
PI4_highsep_mggn,PI4 high-sep m>>n,1.0,19,1019,0.5162666666666667,2,0.17921018600463867,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,0,1000,0.6785714285714286,13,0.25561022758483887,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,1,1001,0.9821428571428571,17,0.312330961227417,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,2,1002,0.875,15,0.31319403648376465,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,3,1003,0.875,15,0.3052799701690674,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,4,1004,0.9642857142857143,17,0.37096285820007324,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,5,1005,0.6964285714285714,16,0.32042527198791504,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,6,1006,0.2857142857142857,7,0.050424814224243164,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,7,1007,0.8392857142857142,14,0.24639010429382324,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,8,1008,0.7321428571428571,12,0.2022080421447754,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,9,1009,0.9107142857142857,15,0.308729887008667,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,10,1010,0.7142857142857143,14,0.2577831745147705,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,11,1011,0.7857142857142857,13,0.25077104568481445,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,12,1012,1.0,19,0.43095898628234863,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,13,1013,0.7321428571428571,13,0.2607560157775879,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,14,1014,0.875,14,0.2523510456085205,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,15,1015,0.8928571428571428,19,0.3172740936279297,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,16,1016,0.875,14,0.25789499282836914,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,17,1017,0.8214285714285714,15,0.3038179874420166,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,18,1018,0.6607142857142857,7,0.050901174545288086,1
PI6_highsep_mlln,PI6 high-sep m<<n,1.0,19,1019,0.9821428571428571,15,0.3121306896209717,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,0,1000,0.3584104938271605,2,0.04877972602844238,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,1,1001,0.484375,3,0.06776809692382812,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,2,1002,0.6253858024691358,2,0.04531526565551758,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,3,1003,0.5244984567901234,2,0.06183123588562012,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,4,1004,0.5069444444444444,2,0.04552125930786133,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,5,1005,0.3263888888888889,3,0.05353212356567383,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,6,1006,0.5621141975308642,2,0.044790029525756836,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,7,1007,0.4623842592592593,2,0.04671120643615723,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,8,1008,0.37577160493827166,2,0.0556950569152832,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,9,1009,0.564236111111111,3,0.05732417106628418,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,10,1010,0.535108024691358,2,0.04460406303405762,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,11,1011,0.40104166666666663,2,0.047202110290527344,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,12,1012,0.47530864197530864,2,0.04626607894897461,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,13,1013,0.4895833333333333,2,0.04550600051879883,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,14,1014,0.5561342592592593,3,0.05237889289855957,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,15,1015,0.39216820987654316,3,0.06711983680725098,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,16,1016,0.45331790123456794,3,0.05427885055541992,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,17,1017,0.42785493827160487,2,0.060346126556396484,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,18,1018,0.43016975308641975,2,0.045068979263305664,1
PI7_lowsep_imbalanced,PI7 low-sep  imbalanced (80/20),1.0,19,1019,0.48032407407407407,3,0.05670499801635742,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,0,1000,0.2822145061728395,2,0.04561495780944824,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,1,1001,0.4799382716049383,2,0.0467839241027832,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,2,1002,0.8182870370370371,3,0.05301928520202637,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,3,1003,0.7447916666666667,3,0.05833911895751953,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,4,1004,0.4504243827160494,2,0.06107807159423828,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,5,1005,0.35146604938271614,3,0.057726144790649414,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,6,1006,0.7573302469135802,3,0.0506749153137207,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,7,1007,0.35763888888888884,2,0.04766726493835449,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,8,1008,0.10648148148148147,2,0.04329800605773926,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,9,1009,0.8557098765432098,2,0.05456709861755371,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,10,1010,0.5266203703703705,2,0.04585599899291992,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,11,1011,0.3236882716049383,2,0.04640913009643555,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,12,1012,0.3796296296296296,2,0.06098604202270508,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,13,1013,0.3846450617283951,2,0.04698801040649414,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,14,1014,0.6381172839506173,3,0.05879712104797363,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,15,1015,0.22878086419753088,3,0.05601906776428223,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,16,1016,0.2955246913580247,2,0.04557394981384277,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,17,1017,0.3863811728395061,3,0.052948951721191406,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,18,1018,0.5025077160493827,2,0.061930179595947266,1
PI8_highsep_imbalanced,PI8 high-sep imbalanced (80/20),1.0,19,1019,0.5084876543209876,2,0.04640007019042969,1
